% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6017 +6.294046881e-02 +6.294046881e-02 +6.932940469e+00 +6.932940469e+00 +1.6442e+00 +1.7196e+00 -3.6799e+00 -1.1836e+00 +3.8716e-01 -1.1256e+00 +1.0333e+00 +3.8882e-01 +1.1434e+00 -3.1587e+00
6466 +3.866398264e-02 +3.866398264e-02 +6.908663983e+00 +6.908663983e+00 +1.6419e+00 +1.7218e+00 -3.6789e+00 -1.1835e+00 +3.8446e-01 -1.1259e+00 +1.0326e+00 +3.8959e-01 +1.1453e+00 -3.1599e+00
6953 +2.498385718e-02 +2.498385718e-02 +6.894983857e+00 +6.894983857e+00 +1.6428e+00 +1.7151e+00 -3.6791e+00 -1.1817e+00 +3.8431e-01 -1.1214e+00 +1.0385e+00 +3.8403e-01 +1.1403e+00 -3.1600e+00
6997 +1.098315401e-02 +1.098315401e-02 +6.880983154e+00 +6.880983154e+00 +1.6428e+00 +1.7168e+00 -3.6792e+00 -1.1822e+00 +3.8393e-01 -1.1221e+00 +1.0374e+00 +3.8531e-01 +1.1423e+00 -3.1601e+00
8279 +9.897508128e-03 +9.897508128e-03 +6.879897508e+00 +6.879897508e+00 +1.6432e+00 +1.7155e+00 -3.6795e+00 -1.1818e+00 +3.8296e-01 -1.1210e+00 +1.0393e+00 +3.8389e-01 +1.1416e+00 -3.1599e+00
8525 +5.856703545e-03 +5.856703545e-03 +6.875856704e+00 +6.875856704e+00 +1.6428e+00 +1.7158e+00 -3.6792e+00 -1.1818e+00 +3.8383e-01 -1.1214e+00 +1.0387e+00 +3.8455e-01 +1.1416e+00 -3.1602e+00
9436 +3.947711309e-03 +3.947711309e-03 +6.873947711e+00 +6.873947711e+00 +1.6432e+00 +1.7154e+00 -3.6793e+00 -1.1818e+00 +3.8343e-01 -1.1212e+00 +1.0391e+00 +3.8399e-01 +1.1413e+00 -3.1600e+00
10004 +2.220880869e-03 +2.220880869e-03 +6.872220881e+00 +6.872220881e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1818e+00 +3.8344e-01 -1.1213e+00 +1.0390e+00 +3.8405e-01 +1.1413e+00 -3.1601e+00
10692 +1.274142493e-03 +1.274142493e-03 +6.871274142e+00 +6.871274142e+00 +1.6431e+00 +1.7153e+00 -3.6792e+00 -1.1817e+00 +3.8340e-01 -1.1213e+00 +1.0390e+00 +3.8392e-01 +1.1413e+00 -3.1601e+00
11351 +9.178770556e-04 +9.178770556e-04 +6.870917877e+00 +6.870917877e+00 +1.6431e+00 +1.7155e+00 -3.6792e+00 -1.1818e+00 +3.8349e-01 -1.1214e+00 +1.0389e+00 +3.8408e-01 +1.1414e+00 -3.1601e+00
11712 +6.221879750e-04 +6.221879750e-04 +6.870622188e+00 +6.870622188e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8346e-01 -1.1213e+00 +1.0391e+00 +3.8396e-01 +1.1413e+00 -3.1601e+00
12651 +3.690688339e-04 +3.690688339e-04 +6.870369069e+00 +6.870369069e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8346e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
13143 +2.158471262e-04 +2.158471262e-04 +6.870215847e+00 +6.870215847e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8348e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
13664 +1.474330726e-04 +1.474330726e-04 +6.870147433e+00 +6.870147433e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
13737 +9.112546689e-05 +9.112546689e-05 +6.870091125e+00 +6.870091125e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
15151 +5.640485469e-05 +5.640485469e-05 +6.870056405e+00 +6.870056405e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
15654 +3.894179460e-05 +3.894179460e-05 +6.870038942e+00 +6.870038942e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
16008 +2.205456675e-05 +2.205456675e-05 +6.870022055e+00 +6.870022055e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
16852 +1.338624718e-05 +1.338624718e-05 +6.870013386e+00 +6.870013386e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
17582 +8.507966228e-06 +8.507966228e-06 +6.870008508e+00 +6.870008508e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
18061 +4.714047758e-06 +4.714047758e-06 +6.870004714e+00 +6.870004714e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
18595 +3.617534902e-06 +3.617534902e-06 +6.870003618e+00 +6.870003618e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
19114 +2.402324368e-06 +2.402324368e-06 +6.870002402e+00 +6.870002402e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
19587 +1.520787973e-06 +1.520787973e-06 +6.870001521e+00 +6.870001521e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
20483 +8.922852412e-07 +8.922852412e-07 +6.870000892e+00 +6.870000892e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
20680 +6.228884972e-07 +6.228884972e-07 +6.870000623e+00 +6.870000623e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
21057 +3.876170007e-07 +3.876170007e-07 +6.870000388e+00 +6.870000388e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
22211 +2.194607491e-07 +2.194607491e-07 +6.870000219e+00 +6.870000219e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
22569 +1.365367455e-07 +1.365367455e-07 +6.870000137e+00 +6.870000137e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
23319 +9.469723761e-08 +9.469723761e-08 +6.870000095e+00 +6.870000095e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
23741 +5.984336671e-08 +5.984336671e-08 +6.870000060e+00 +6.870000060e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
24236 +3.952716998e-08 +3.952716998e-08 +6.870000040e+00 +6.870000040e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
24998 +1.630623103e-08 +1.630623103e-08 +6.870000016e+00 +6.870000016e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
25177 +1.533720528e-08 +1.533720528e-08 +6.870000015e+00 +6.870000015e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
25801 +8.127689632e-09 +8.127689632e-09 +6.870000008e+00 +6.870000008e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
26484 +5.354267252e-09 +5.354267252e-09 +6.870000005e+00 +6.870000005e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
26976 +3.942553839e-09 +3.942553839e-09 +6.870000004e+00 +6.870000004e+00 +1.6431e+00 +1.7154e+00 -3.6792e+00 -1.1817e+00 +3.8347e-01 -1.1213e+00 +1.0390e+00 +3.8398e-01 +1.1413e+00 -3.1601e+00
509211 +1.969336694e-09 +1.969336694e-09 +6.870000002e+00 +6.870000002e+00 -2.5452e+00 +2.8877e+00 -2.6925e+00 +2.0129e+00 +2.6730e+00 -4.3264e+00 -4.3040e+00 -2.2493e+00 -3.4686e+00 -2.2557e+00
